MSSubClass,MSZoning,Neighborhood,OverallQual,YearRemodAdd,RoofStyle,BsmtQual,BsmtExposure,HeatingQC,CentralAir,1stFlrSF,GrLivArea,BsmtFullBath,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,PavedDrive,SaleCondition
0.235294118,0.75,0.636363636,0.666666667,0.09836065599999999,0.0,0.75,0.25,1.0,1,0.35615474799999997,0.577712288,0.333333333,0.666666667,0.0,0.2,0.8,0.666666667,0.5,1.0,0.75
0.0,0.75,0.5,0.5555555560000001,0.524590164,0.0,0.75,1.0,1.0,1,0.503056016,0.47024450799999995,0.0,0.333333333,0.333333333,0.6,0.8,0.666666667,0.5,1.0,0.75
0.235294118,0.75,0.636363636,0.666666667,0.11475409800000001,0.0,0.75,0.5,1.0,1,0.383441039,0.593095159,0.333333333,0.666666667,0.333333333,0.6,0.8,0.666666667,0.5,1.0,0.75
0.294117647,0.75,0.727272727,0.666666667,0.606557377,0.0,0.5,0.25,0.75,1,0.39994101299999996,0.579157433,0.333333333,0.666666667,0.333333333,0.8,0.4,0.333333333,0.75,1.0,0.0
0.235294118,0.75,1.0,0.7777777779999999,0.14754098400000001,0.0,0.75,0.75,1.0,1,0.46623705200000004,0.666522882,0.333333333,0.666666667,0.333333333,0.6,0.8,0.666666667,0.75,1.0,0.75
0.176470588,0.75,0.409090909,0.444444444,0.24590163899999998,0.0,0.75,0.25,1.0,1,0.328653546,0.49722024600000003,0.333333333,0.333333333,0.0,0.2,0.8,0.333333333,0.5,1.0,0.75
0.0,0.75,0.818181818,0.7777777779999999,0.049180327999999995,0.0,1.0,0.75,1.0,1,0.61446484,0.574386762,0.333333333,0.666666667,0.333333333,0.8,0.8,0.666666667,0.5,1.0,0.75
0.235294118,0.75,0.545454545,0.666666667,0.606557377,0.0,0.75,0.5,1.0,1,0.45346455399999996,0.648699603,0.333333333,0.333333333,0.666666667,0.6,0.8,0.666666667,0.5,1.0,0.75
0.176470588,0.25,0.181818182,0.666666667,0.967213115,0.0,0.5,0.25,0.75,1,0.423230696,0.590710316,0.0,0.333333333,0.666666667,0.6,0.4,0.333333333,0.5,1.0,0.0
1.0,0.75,0.13636363599999998,0.444444444,0.967213115,0.0,0.5,0.25,1.0,1,0.44306738,0.414168592,0.333333333,0.333333333,0.666666667,0.6,0.8,0.666666667,0.25,1.0,0.75
0.0,0.75,0.272727273,0.444444444,0.721311475,1.0,0.5,0.25,1.0,1,0.42983784700000005,0.40180194700000005,0.333333333,0.333333333,0.0,0.2,0.4,0.333333333,0.25,1.0,0.75
0.235294118,0.75,0.954545455,0.8888888890000001,0.016393443,1.0,1.0,0.25,1.0,1,0.478272475,0.6862416240000001,0.333333333,1.0,0.666666667,0.8,1.0,1.0,0.75,1.0,1.0
0.0,0.75,0.272727273,0.444444444,0.770491803,1.0,0.5,0.25,0.5,1,0.38013592399999996,0.3553418,0.333333333,0.333333333,0.0,0.2,0.4,0.333333333,0.25,1.0,0.75
0.0,0.75,0.636363636,0.666666667,0.016393443,0.0,0.75,0.75,1.0,1,0.566920173,0.529943165,0.0,0.666666667,0.333333333,0.8,0.8,0.666666667,0.75,1.0,1.0
0.0,0.75,0.363636364,0.5555555560000001,0.8032786890000001,1.0,0.5,0.25,0.5,1,0.500347536,0.467712686,0.333333333,0.333333333,0.333333333,0.4,0.8,0.666666667,0.25,1.0,0.75
0.147058824,0.25,0.13636363599999998,0.666666667,0.11475409800000001,0.0,0.5,0.25,1.0,1,0.355269524,0.332097295,0.0,0.333333333,0.0,0.2,0.4,0.333333333,0.5,1.0,0.75
0.0,0.75,0.363636364,0.5555555560000001,0.672131148,0.0,0.5,0.25,1.0,1,0.416506135,0.38933978799999996,0.333333333,0.333333333,0.333333333,0.6,0.8,1.0,0.5,1.0,0.75
0.41176470600000004,0.75,0.272727273,0.333333333,0.655737705,0.0,0.0,0.0,0.5,1,0.513116604,0.47964890000000004,0.0,0.333333333,0.0,0.2,0.2,0.333333333,0.5,1.0,0.75
0.0,0.75,0.454545455,0.444444444,0.081967213,0.0,0.5,0.25,1.0,1,0.455850004,0.426117478,0.333333333,0.666666667,0.0,0.2,0.4,0.333333333,0.5,1.0,0.75
0.0,0.75,0.363636364,0.444444444,0.7377049179999999,1.0,0.5,0.25,0.5,1,0.525468846,0.491195475,0.0,0.333333333,0.0,0.2,0.8,0.333333333,0.25,1.0,0.0
0.235294118,0.75,0.954545455,0.7777777779999999,0.016393443,0.0,1.0,0.75,1.0,1,0.470509467,0.69406961,0.0,0.666666667,0.333333333,0.8,1.0,0.666666667,0.75,1.0,1.0
0.147058824,0.25,0.0,0.666666667,0.9508196720000001,0.0,0.5,0.25,1.0,1,0.453806255,0.424207031,0.0,0.666666667,0.333333333,0.8,0.8,0.333333333,0.25,0.0,0.75
0.0,0.75,0.636363636,0.7777777779999999,0.11475409800000001,1.0,0.75,0.25,1.0,1,0.6363808329999999,0.594873298,0.0,0.666666667,0.333333333,0.8,0.8,0.666666667,0.5,1.0,0.75
0.588235294,0.25,0.045454545,0.444444444,0.524590164,0.0,0.75,0.25,0.5,1,0.43704632,0.408540251,0.333333333,0.333333333,0.333333333,0.6,0.8,0.333333333,0.5,1.0,0.75
0.0,0.75,0.272727273,0.444444444,0.163934426,0.0,0.5,0.5,1.0,1,0.43704632,0.408540251,0.333333333,0.666666667,0.333333333,0.6,0.8,0.333333333,0.25,1.0,0.75
0.0,0.75,0.954545455,0.7777777779999999,0.049180327999999995,0.0,0.75,0.25,1.0,1,0.592860471,0.5541915239999999,0.0,0.666666667,0.333333333,0.8,0.8,0.666666667,0.75,1.0,0.75
0.0,0.75,0.363636364,0.444444444,0.18032786899999997,0.0,0.5,0.5,0.5,1,0.37512348799999995,0.350656297,0.0,0.666666667,0.0,0.2,0.4,0.333333333,0.5,1.0,0.75
0.0,0.75,0.954545455,0.7777777779999999,0.049180327999999995,0.0,1.0,0.25,1.0,1,0.616692235,0.576468876,0.333333333,0.666666667,0.333333333,0.8,0.8,0.666666667,0.75,1.0,0.75
0.0,0.75,0.363636364,0.444444444,0.163934426,0.0,0.5,1.0,0.5,1,0.592860471,0.5541915239999999,0.333333333,0.333333333,0.666666667,0.8,0.8,0.666666667,0.25,1.0,0.75
0.058823529000000006,0.25,0.13636363599999998,0.333333333,0.967213115,0.0,0.5,0.25,0.25,0,0.16752783599999999,0.156600939,0.0,0.0,0.0,0.2,0.4,0.333333333,0.25,1.0,0.75
0.294117647,0.0,0.0,0.333333333,0.967213115,0.5,0.5,0.25,0.5,0,0.251390144,0.48533502,0.0,0.333333333,0.0,0.2,0.4,0.333333333,0.25,0.0,0.75
0.0,0.75,0.272727273,0.444444444,0.049180327999999995,0.0,0.5,0.25,0.75,1,0.492720648,0.460583257,0.0,0.666666667,0.0,0.2,0.8,0.333333333,0.25,1.0,0.75
0.0,0.75,0.636363636,0.7777777779999999,0.032786885,0.0,1.0,0.75,1.0,1,0.49456516799999994,0.46230747,0.0,0.666666667,0.0,0.2,0.8,0.666666667,0.5,1.0,0.75
0.0,0.75,0.363636364,0.444444444,0.852459016,1.0,0.5,0.25,0.75,1,0.61580285,0.575637501,0.0,0.666666667,0.333333333,0.8,0.8,0.666666667,0.5,1.0,0.75
0.588235294,0.75,0.954545455,0.8888888890000001,0.049180327999999995,1.0,1.0,0.25,1.0,1,0.583521876,0.545462032,0.333333333,1.0,0.333333333,0.8,0.8,1.0,0.5,1.0,0.75
0.235294118,0.75,0.954545455,0.7777777779999999,0.032786885,0.0,1.0,0.75,1.0,1,0.461915851,0.705207655,0.0,0.666666667,0.333333333,0.8,1.0,1.0,0.75,1.0,0.75
0.0,0.75,0.636363636,0.444444444,0.24590163899999998,0.0,0.75,0.25,1.0,1,0.450030471,0.42067752,0.0,0.333333333,0.0,0.2,0.8,0.333333333,0.5,1.0,0.75
0.0,0.75,0.363636364,0.444444444,0.327868852,1.0,0.5,0.25,0.75,1,0.513408493,0.47992175,0.0,0.333333333,0.333333333,0.6,0.8,1.0,0.5,1.0,0.75
0.0,0.75,0.363636364,0.444444444,0.06557377,0.0,0.5,0.25,0.5,1,0.43597376299999996,0.40753765200000003,0.333333333,0.666666667,0.0,0.2,0.4,0.333333333,0.25,1.0,0.0
0.41176470600000004,0.75,0.22727272699999998,0.333333333,0.8852459020000001,0.0,0.0,0.0,0.5,0,0.468543575,0.437983119,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.25
